Date,Special Period,Special Day,Day,Day #,Top 10 Gross,%?? YD,%?? LW,Releases,#1_Release,Gross,Link,,,,
5/27/2021, Pandemic,,Thursday,147,"$859,690 ",-26.20%,-37.30%,28,Spiral,"$282,034 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/26/2021, Pandemic,,Wednesday,146,"$1,164,759 ",-13.50%,-93.30%,28,Spiral,"$424,229 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/25/2021, Pandemic,,Tuesday,145,"$1,345,780 ",17.80%,-17.60%,28,Spiral,"$483,633 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/24/2021, Pandemic,,Monday,144,"$1,142,666 ",-70.40%,-11%,28,Spiral,"$444,247 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/23/2021, Pandemic,,Sunday,143,"$3,859,348 ",-32.60%,136.30%,30,Spiral,"$1,275,121 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/22/2021, Pandemic,,Saturday,142,"$5,729,780 ",45.80%,-16%,30,Spiral,"$1,908,342 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/21/2021, Pandemic,,Friday,141,"$3,930,695 ",186.60%,-37.60%,30,Spiral,"$1,411,857 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/20/2021, Pandemic,,Thursday,140,"$1,371,427 ",6.80%,39.40%,26,Spiral,"$588,273 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/19/2021, Pandemic,,Wednesday,139,"$1,284,354 ",-21.30%,-95.60%,26,Spiral,"$552,396 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/18/2021, Pandemic,,Tuesday,138,"$1,632,956 ",18.20%,13.60%,26,Spiral,"$720,241 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/17/2021, Pandemic,,Monday,137,"$1,382,081 ",-69.40%,19.20%,26,Spiral,"$666,756 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/16/2021, Pandemic,,Sunday,136,"$4,518,728 ",-33.80%,-30.40%,27,Spiral,"$1,984,071 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/15/2021, Pandemic,,Saturday,135,"$6,821,643 ",8.30%,448.10%,27,Spiral,"$3,036,987 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/14/2021, Pandemic,,Friday,134,"$6,297,917 ",540%,-4%,27,Spiral,"$3,728,976 ",https://www.rottentomatoes.com/m/spiral_2020_2,,,,
5/13/2021, Pandemic,,Thursday,133,"$984,010 ",-15.10%,92.20%,27,Wrath_of_Man,"$489,105 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/12/2021, Pandemic,,Wednesday,132,"$1,159,180 ",-19.40%,-95.80%,27,Wrath_of_Man,"$593,410 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/11/2021, Pandemic,,Tuesday,131,"$1,437,931 ",15.50%,117.50%,27,Wrath_of_Man,"$779,095 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/10/2021, Pandemic,,Monday,130,"$1,244,503 ",-80.80%,131.80%,27,Wrath_of_Man,"$689,616 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/9/2021, Pandemic,,Sunday,129,"$6,488,967 ",-24.40%,71.20%,32,Wrath_of_Man,"$2,333,221 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/8/2021, Pandemic,,Saturday,128,"$8,588,920 ",30.90%,1499.80%,31,Wrath_of_Man,"$3,003,411 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/7/2021, Pandemic,,Friday,127,"$6,559,461 ",1180.90%,9.90%,32,Wrath_of_Man,"$2,972,375 ",https://www.rottentomatoes.com/m/Wrath_of_Man,,,,
5/6/2021, Pandemic,,Thursday,126,"$512,089 ",-2.20%,-71.80%,23,Separation,"$111,311 ",https://www.rottentomatoes.com/m/Separation_2021,,,,
5/5/2021, Pandemic,,Wednesday,125,"$523,827 ",-20.80%,-98%,23,Separation,"$112,274 ",https://www.rottentomatoes.com/m/Separation_2021,,,,
5/4/2021, Pandemic,,Tuesday,124,"$661,259 ",23.20%,16.90%,23,Separation,"$156,183 ",https://www.rottentomatoes.com/m/Separation_2021,,,,
5/3/2021, Pandemic,,Monday,123,"$536,875 ",-85.80%,16.70%,23,Separation,"$123,943 ",https://www.rottentomatoes.com/m/Separation_2021,,,,
5/2/2021, Pandemic,,Sunday,122,"$3,791,293 ",-33.40%,-69.70%,25,Demon_Slayer_Mugen_Train,"$1,900,000 ",https://www.rottentomatoes.com/m/Demon_Slayer_Mugen_Train,,,,
5/1/2021, Pandemic,,Saturday,121,"$5,693,593 ",-4.60%,-68.50%,25,Demon_Slayer_Mugen_Train,"$2,667,078 ",https://www.rottentomatoes.com/m/Demon_Slayer_Mugen_Train,,,,
4/30/2021, Pandemic,,Friday,120,"$5,968,936 ",228.50%,-70.80%,27,Mortal_Kombat,"$1,850,000 ",https://www.rottentomatoes.com/m/Mortal_Kombat,,,,
4/29/2021, Pandemic,,Thursday,119,"$1,816,951 ",271.90%,171.80%,20,Demon_Slayer_Mugen_Train,"$1,348,206 ",https://www.rottentomatoes.com/m/Demon_Slayer_Mugen_Train,,,,
4/28/2021, Pandemic,,Wednesday,118,"$488,560 ",-13.60%,-99.20%,20,Nobody,"$134,570 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/27/2021, Pandemic,,Tuesday,117,"$565,486 ",22.90%,-28.70%,20,Nobody,"$157,175 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/26/2021, Pandemic,,Monday,116,"$460,123 ",-96.30%,-26.60%,20,Nobody,"$127,295 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/25/2021, Pandemic,,Sunday,115,"$12,508,265 ",-30.70%,1477.20%,23,Mortal_Kombat,"$5,535,000 ",https://www.rottentomatoes.com/m/Mortal_Kombat,,,,
4/24/2021, Pandemic,,Saturday,114,"$18,050,059 ",-11.70%,132%,23,Mortal_Kombat,"$8,675,000 ",https://www.rottentomatoes.com/m/Mortal_Kombat,,,,
4/23/2021, Pandemic,,Friday,113,"$20,441,356 ",2957.60%,323.50%,23,Demon_Slayer_Mugen_Train,"$9,536,257 ",https://www.rottentomatoes.com/m/Demon_Slayer_Mugen_Train,,,,
4/22/2021, Pandemic,,Thursday,112,"$668,541 ",-2.20%,-56.10%,24,Nobody,"$192,020 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/21/2021, Pandemic,,Wednesday,111,"$683,308 ",-13.80%,-85.80%,24,Nobody,"$189,170 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/20/2021, Pandemic,,Tuesday,110,"$793,081 ",26.60%,-53.60%,24,Nobody,"$219,670 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/19/2021, Pandemic,,Monday,109,"$626,474 ",-86.10%,-56%,24,Nobody,"$179,645 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
4/18/2021, Pandemic,,Sunday,108,"$4,508,527 ",-42%,163.60%,25,Godzilla_vs_Kong,"$2,105,000 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/17/2021, Pandemic,,Saturday,107,"$7,779,451 ",61.20%,436.40%,25,Godzilla_vs_Kong,"$3,620,000 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/16/2021, Pandemic,,Friday,106,"$4,826,256 ",216.70%,-33.10%,25,Godzilla_vs_Kong,"$2,120,000 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/15/2021, Pandemic,,Thursday,105,"$1,524,151 ",7.10%,-44.30%,28,Godzilla_vs_Kong,"$661,225 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/14/2021, Pandemic,,Wednesday,104,"$1,423,570 ",-16.80%,-95.50%,27,Godzilla_vs_Kong,"$620,016 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/13/2021, Pandemic,,Tuesday,103,"$1,710,549 ",17.90%,-49.80%,28,Godzilla_vs_Kong,"$805,138 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/12/2021, Pandemic,,Monday,102,"$1,450,423 ",-78.90%,-46.80%,27,Godzilla_vs_Kong,"$721,494 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/11/2021, Pandemic,,Sunday,101,"$6,874,397 ",-38.30%,-29.60%,27,Godzilla_vs_Kong,"$3,776,940 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/10/2021, Pandemic,,Saturday,100,"$11,143,728 ",54.40%,-34.70%,28,Godzilla_vs_Kong,"$6,175,231 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/9/2021, Pandemic,,Friday,99,"$7,219,320 ",163.90%,-55.20%,28,Godzilla_vs_Kong,"$3,930,303 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/8/2021, Pandemic,,Thursday,98,"$2,735,349 ",0.30%,-66.40%,28,Godzilla_vs_Kong,"$1,603,189 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/7/2021, Pandemic,,Wednesday,97,"$2,726,583 ",-20%,-75.10%,28,Godzilla_vs_Kong,"$1,655,474 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/6/2021, Pandemic,,Tuesday,96,"$3,409,737 ",-8.80%,-92.70%,27,Godzilla_vs_Kong,"$2,187,295 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/5/2021, Pandemic,,Monday,95,"$3,737,425 ",-61.70%,-54%,27,Godzilla_vs_Kong,"$2,573,697 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/4/2021, Pandemic,Easter Sunday,Sunday,94,"$9,759,800 ",-42.80%,98.60%,28,Godzilla_vs_Kong,"$7,102,754 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/3/2021, Pandemic,,Saturday,93,"$17,068,372 ",6%,140.20%,28,Godzilla_vs_Kong,"$12,709,668 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/2/2021, Pandemic,,Friday,92,"$16,100,610 ",98.10%,200.60%,28,Godzilla_vs_Kong,"$11,813,549 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
4/1/2021, Pandemic,,Thursday,91,"$8,129,084 ",-25.90%,664.30%,29,Godzilla_vs_Kong,"$6,770,124 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
3/31/2021, Pandemic,,Wednesday,90,"$10,970,146 ",567.30%,104.80%,28,Godzilla_vs_Kong,"$9,704,330 ",https://www.rottentomatoes.com/m/Godzilla_vs_Kong,,,,
3/30/2021, Pandemic,,Tuesday,89,"$1,643,938 ",24.80%,54.60%,28,Nobody,"$581,660 ",https://www.rottentomatoes.com/m/nobody_2021,,,,https://www.rottentomatoes.com/m/nobody_2021
3/29/2021, Pandemic,,Monday,88,"$1,317,130 ",-73.20%,32.90%,29,Nobody,"$485,890 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
3/28/2021, Pandemic,,Sunday,87,"$4,913,938 ",-30.80%,269.80%,30,Nobody,"$1,773,170 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
3/27/2021, Pandemic,,Saturday,86,"$7,105,259 ",32.70%,616.90%,30,Nobody,"$2,538,515 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
3/26/2021, Pandemic,,Friday,85,"$5,356,076 ",403.60%,18.40%,30,Nobody,"$2,508,415 ",https://www.rottentomatoes.com/m/nobody_2021,,,,
3/25/2021, Pandemic,,Thursday,84,"$1,063,566 ",-0.50%,-33.10%,28,Raya_and_the_Last_Dragon,"$363,481 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/24/2021, Pandemic,,Wednesday,83,"$1,068,856 ",-19.60%,-25.30%,29,Raya_and_the_Last_Dragon,"$344,556 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/23/2021, Pandemic,,Tuesday,82,"$1,328,799 ",34.10%,-21.20%,28,Raya_and_the_Last_Dragon,"$454,405 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/22/2021, Pandemic,,Monday,81,"$991,047 ",-76.10%,-30.80%,28,Raya_and_the_Last_Dragon,"$315,336 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/21/2021, Pandemic,,Sunday,80,"$4,154,286 ",-38.70%,-7.70%,30,Raya_and_the_Last_Dragon,"$1,422,616 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/20/2021, Pandemic,,Saturday,79,"$6,781,494 ",49.90%,407%,30,Raya_and_the_Last_Dragon,"$2,265,214 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/19/2021, Pandemic,,Friday,78,"$4,523,380 ",184.70%,11.90%,30,Raya_and_the_Last_Dragon,"$1,441,643 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/18/2021, Pandemic,,Thursday,77,"$1,588,961 ",11%,32.60%,27,Raya_and_the_Last_Dragon,"$594,544 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/17/2021, Pandemic,,Wednesday,76,"$1,431,741 ",-15.10%,-64.60%,28,Raya_and_the_Last_Dragon,"$514,812 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/16/2021, Pandemic,,Tuesday,75,"$1,687,219 ",26.10%,40.80%,27,Raya_and_the_Last_Dragon,"$660,643 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/15/2021, Pandemic,,Monday,74,"$1,337,641 ",-70.30%,16.20%,27,Raya_and_the_Last_Dragon,"$468,809 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/14/2021, Pandemic,,Sunday,73,"$4,498,660 ",-35.60%,-25%,30,Raya_and_the_Last_Dragon,"$1,697,261 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/13/2021, Pandemic,,Saturday,72,"$6,982,521 ",72.70%,-30.70%,30,Raya_and_the_Last_Dragon,"$2,581,051 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/12/2021, Pandemic,,Friday,71,"$4,043,268 ",237.30%,-40.40%,30,Raya_and_the_Last_Dragon,"$1,428,321 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/11/2021, Pandemic,,Thursday,70,"$1,198,571 ",8.60%,40.10%,27,Raya_and_the_Last_Dragon,"$435,229 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/10/2021, Pandemic,,Wednesday,69,"$1,103,635 ",-28.90%,30.30%,28,Raya_and_the_Last_Dragon,"$386,623 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/9/2021, Pandemic,,Tuesday,68,"$1,552,958 ",34.90%,81.60%,27,Raya_and_the_Last_Dragon,"$605,362 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/8/2021, Pandemic,,Monday,67,"$1,150,830 ",-80.80%,27.30%,27,Raya_and_the_Last_Dragon,"$407,453 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/7/2021, Pandemic,,Sunday,66,"$5,994,769 ",-40.50%,389.50%,29,Raya_and_the_Last_Dragon,"$2,200,014 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/6/2021, Pandemic,,Saturday,65,"$10,071,241 ",48.30%,1014.30%,29,Raya_and_the_Last_Dragon,"$3,699,362 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/5/2021, Pandemic,,Friday,64,"$6,789,373 ",693.90%,24.40%,29,Raya_and_the_Last_Dragon,"$2,603,122 ",https://www.rottentomatoes.com/m/Raya_and_the_Last_Dragon,,,,
3/4/2021, Pandemic,,Thursday,63,"$855,235 ",1%,103.30%,26,Tom_and_Jerry,"$454,877 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
3/3/2021, Pandemic,,Wednesday,62,"$846,914 ",-30.90%,-84.50%,26,Tom_and_Jerry,"$483,123 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
3/2/2021, Pandemic,,Tuesday,61,"$1,224,783 ",35.50%,143.80%,26,Tom_and_Jerry,"$750,126 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
3/1/2021, Pandemic,,Monday,60,"$903,799 ",-83.60%,141.70%,26,Tom_and_Jerry,"$540,846 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
2/28/2021, Pandemic,,Sunday,59,"$5,523,283 ",-35.40%,184.50%,30,Tom_and_Jerry,"$4,034,931 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
2/27/2021, Pandemic,,Saturday,58,"$8,555,261 ",56.80%,158.40%,30,Tom_and_Jerry,"$6,029,572 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
2/26/2021, Pandemic,,Friday,57,"$5,455,860 ",1196.60%,219.10%,30,Tom_and_Jerry,"$4,048,126 ",https://www.rottentomatoes.com/m/Tom_and_Jerry,,,,
2/25/2021, Pandemic,,Thursday,56,"$420,776 ",12.50%,-6.30%,26,The_Croods_A_New_Age,"$76,880 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/24/2021, Pandemic,,Wednesday,55,"$373,874 ",-25.60%,-78.10%,26,The_Croods_A_New_Age,"$69,900 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/23/2021, Pandemic,,Tuesday,54,"$502,465 ",44.50%,-10.10%,26,The_Croods_A_New_Age,"$90,755 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/22/2021, Pandemic,,Monday,53,"$347,641 ",-82.10%,-17.50%,26,The_Croods_A_New_Age,"$65,190 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/21/2021, Pandemic,,Sunday,52,"$1,941,411 ",-41.40%,247.50%,26,The_Croods_A_New_Age,"$506,800 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/20/2021, Pandemic,,Saturday,51,"$3,310,330 ",93.60%,145.40%,26,The_Croods_A_New_Age,"$846,055 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/19/2021, Pandemic,,Friday,50,"$1,709,641 ",280.70%,-26.40%,26,The_Croods_A_New_Age,"$365,600 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/18/2021, Pandemic,,Thursday,49,"$449,104 ",6.60%,-1.20%,23,The_Croods_A_New_Age,"$87,770 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/17/2021, Pandemic,,Wednesday,48,"$421,191 ",-24.60%,9.50%,23,The_Croods_A_New_Age,"$92,445 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/16/2021, Pandemic,,Tuesday,47,"$558,622 ",-58.60%,-94.80%,23,The_Croods_A_New_Age,"$115,015 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/15/2021, Pandemic,Presidents' Day,Monday,46,"$1,348,704 ",-68.50%,196.70%,23,The_Croods_A_New_Age,"$500,440 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/14/2021, Pandemic,,Sunday,45,"$4,282,561 ",4.90%,266.50%,23,The_Croods_A_New_Age,"$864,895 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/13/2021, Pandemic,,Saturday,44,"$4,080,831 ",75.70%,4.30%,23,The_Croods_A_New_Age,"$835,310 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/12/2021, Pandemic,,Friday,43,"$2,322,648 ",410.90%,8.30%,23,Judas_and_the_Black_Messiah,"$528,167 ",https://www.rottentomatoes.com/m/Judas_and_the_Black_Messiah,,,,
2/11/2021, Pandemic,,Thursday,42,"$454,591 ",18.20%,-17.50%,20,The_Little_Things,"$132,234 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/10/2021, Pandemic,,Wednesday,41,"$384,514 ",-25.50%,-94.70%,21,The_Little_Things,"$112,009 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/9/2021, Pandemic,,Tuesday,40,"$515,910 ",31.90%,-32.10%,21,The_Little_Things,"$166,971 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/8/2021, Pandemic,,Monday,39,"$391,184 ",-66.50%,-17.30%,21,The_Little_Things,"$117,577 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/7/2021, Pandemic,,Sunday,38,"$1,168,650 ",-70.10%,-56.80%,21,The_Croods_A_New_Age,"$350,140 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
2/6/2021, Pandemic,,Saturday,37,"$3,913,796 ",82.50%,-24%,21,The_Little_Things,"$1,102,420 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/5/2021, Pandemic,,Friday,36,"$2,144,140 ",289.30%,-33.60%,21,The_Little_Things,"$688,082 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/4/2021, Pandemic,,Thursday,35,"$550,747 ",2%,14.40%,21,The_Little_Things,"$205,106 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/3/2021, Pandemic,,Wednesday,34,"$539,821 ",-28.90%,-83.30%,21,The_Little_Things,"$201,315 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/2/2021, Pandemic,,Tuesday,33,"$759,308 ",60.50%,33.50%,20,The_Little_Things,"$308,246 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
2/1/2021, Pandemic,,Monday,32,"$473,168 ",-82.50%,18.60%,19,The_Little_Things,"$200,074 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
1/31/2021, Pandemic,,Sunday,31,"$2,702,593 ",-47.50%,375%,23,The_Little_Things,"$1,052,777 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
1/30/2021, Pandemic,,Saturday,30,"$5,150,692 ",59.60%,1190.80%,23,The_Little_Things,"$2,051,313 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
1/29/2021, Pandemic,,Friday,29,"$3,226,914 ",570.10%,44.10%,23,The_Little_Things,"$1,601,437 ",https://www.rottentomatoes.com/m/The_Little_Things,,,,
1/28/2021, Pandemic,,Thursday,28,"$481,591 ",15.20%,-13.60%,19,The_Marksman,"$123,628 ",https://www.rottentomatoes.com/m/The_Marksman,,,,
1/27/2021, Pandemic,,Wednesday,27,"$418,040 ",-26.50%,-81.30%,20,The_Marksman,"$102,998 ",https://www.rottentomatoes.com/m/The_Marksman,,,,
1/26/2021, Pandemic,,Tuesday,26,"$568,930 ",42.60%,-25.60%,21,The_Marksman,"$153,353 ",https://www.rottentomatoes.com/m/The_Marksman,,,,
1/25/2021, Pandemic,,Monday,25,"$399,037 ",-80.10%,-19.20%,21,The_Marksman,"$105,750 ",https://www.rottentomatoes.com/m/The_Marksman,,,,
1/24/2021, Pandemic,,Sunday,24,"$2,005,752 ",-51%,162.50%,25,The_Croods_A_New_Age,"$493,100 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
1/23/2021, Pandemic,,Saturday,23,"$4,096,135 ",82.90%,-10.30%,25,The_Marksman,"$994,045 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/22/2021, Pandemic,,Friday,22,"$2,239,686 ",302%,-23.30%,25,The_Marksman,"$597,574 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/21/2021, Pandemic,,Thursday,21,"$557,122 ",12.80%,3.90%,18,The_Marksman,"$157,925 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/20/2021, Pandemic,,Wednesday,20,"$493,805 ",-35.40%,-6.10%,17,The_Marksman,"$142,829 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/19/2021, Pandemic,,Tuesday,19,"$764,216 ",-60.20%,9.30%,17,The_Marksman,"$259,783 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/18/2021, Pandemic,MLK Day,Monday,18,"$1,918,654 ",-94.50%,-93.70%,19,The_Croods_A_New_Age,"$506,755 ",https://www.rottentomatoes.com/m/The_Croods_A_New_Age,,,,
1/17/2021, Pandemic,,Sunday,17,"$3,092,221 ",-32.30%,37.30%,19,The_Marksman,"$805,844 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/16/2021, Pandemic,,Saturday,16,"$4,566,493 ",56.40%,8.90%,19,The_Marksman,"$1,248,209 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/15/2021, Pandemic,,Friday,15,"$2,919,679 ",444.80%,20.40%,19,The_Marksman,"$1,050,151 ",https://www.rottentomatoes.com/m/the_marksman_2021,,,,
1/14/2021, Pandemic,,Thursday,14,"$535,966 ",1.90%,-28%,14,Wonder_Woman_1984,"$155,183 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/13/2021, Pandemic,,Wednesday,13,"$525,858 ",-24.80%,-19.20%,13,Wonder_Woman_1984,"$150,007 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/12/2021, Pandemic,,Tuesday,12,"$698,916 ",47.40%,-6.10%,14,Wonder_Woman_1984,"$202,022 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/11/2021, Pandemic,,Monday,11,"$474,079 ",-79%,-27.10%,14,Wonder_Woman_1984,"$139,019 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/10/2021, Pandemic,,Sunday,10,"$2,252,567 ",-46.30%,139.90%,15,Wonder_Woman_1984,"$720,016 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/9/2021, Pandemic,,Saturday,9,"$4,193,432 ",73%,360.10%,16,Wonder_Woman_1984,"$1,409,138 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/8/2021, Pandemic,,Friday,8,"$2,424,285 ",225.80%,-47%,16,Wonder_Woman_1984,"$830,861 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/7/2021, Pandemic,,Thursday,7,"$744,136 ",14.40%,-74.50%,17,Wonder_Woman_1984,"$257,042 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/6/2021, Pandemic,,Wednesday,6,"$650,454 ",-30.70%,-77.40%,17,Wonder_Woman_1984,"$224,556 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/5/2021, Pandemic,,Tuesday,5,"$938,981 ",3%,-69.40%,17,Wonder_Woman_1984,"$335,270 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/4/2021, Pandemic,,Monday,4,"$911,407 ",-67.80%,-70.50%,17,Wonder_Woman_1984,"$345,829 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/3/2021, Pandemic,,Sunday,3,"$2,827,569 ",-45.40%,-46.70%,22,Wonder_Woman_1984,"$1,158,518 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/2/2021, Pandemic,,Saturday,2,"$5,179,619 ",13.10%,-38.40%,22,Wonder_Woman_1984,"$2,210,420 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
1/1/2021, Pandemic,New Year's Day,Friday,1,"$4,578,181 ",57.10%,-54.60%,22,Wonder_Woman_1984,"$2,060,272 ",https://www.rottentomatoes.com/m/Wonder_Woman_1984,,,,
