Date,Special Period,Special Day,Day,Day #,Top 10 Gross,%?? YD,%?? LW,Releases,#1_Release,Gross,Link,
9-Dec-18,,,Sunday,343,"$21,129,847 ",-38.10%,-30.30%,63,Ralph_Breaks_the_Internet,"$4,975,604 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
8-Dec-18,,,Saturday,342,"$34,133,076 ",83.40%,-28%,62,Ralph_Breaks_the_Internet,"$7,762,516 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
7-Dec-18,,,Friday,341,"$18,614,792 ",164.30%,-34.50%,61,Ralph_Breaks_the_Internet,"$3,515,711 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
6-Dec-18,,,Thursday,340,"$7,043,951 ",-7.20%,-24.20%,54,Creed_II,"$1,107,634 ",https://www.rottentomatoes.com/m/Creed_II,
5-Dec-18,,,Wednesday,339,"$7,589,749 ",-34.60%,-19.20%,52,Ralph_Breaks_the_Internet,"$1,218,513 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
4-Dec-18,,,Tuesday,338,"$11,596,578 ",73.10%,-25.40%,54,Ralph_Breaks_the_Internet,"$2,139,443 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
3-Dec-18,,,Monday,337,"$6,698,881 ",-77.90%,-38.20%,54,Ralph_Breaks_the_Internet,"$1,152,644 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
2-Dec-18,,,Sunday,336,"$30,318,732 ",-36.10%,-35.20%,55,Ralph_Breaks_the_Internet,"$7,909,049 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
1-Dec-18,,,Saturday,335,"$47,431,308 ",66.80%,-39.50%,54,Ralph_Breaks_the_Internet,"$11,908,969 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
30-Nov-18,,,Friday,334,"$28,440,698 ",206%,-63.90%,54,Ralph_Breaks_the_Internet,"$5,748,927 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
29-Nov-18,,,Thursday,333,"$9,295,049 ",-1.10%,-76.80%,58,Ralph_Breaks_the_Internet,"$1,650,373 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
28-Nov-18,,,Wednesday,332,"$9,398,372 ",-39.50%,-82.80%,55,Creed_II,"$1,702,204 ",https://www.rottentomatoes.com/m/Creed_II,
27-Nov-18,,,Tuesday,331,"$15,536,680 ",43.40%,-31.30%,52,Ralph_Breaks_the_Internet,"$3,235,011 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
26-Nov-18,,,Monday,330,"$10,836,901 ",-76.90%,-33.90%,55,Ralph_Breaks_the_Internet,"$2,251,879 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
25-Nov-18,,,Sunday,329,"$46,813,707 ",-40.20%,2.20%,55,Ralph_Breaks_the_Internet,"$13,347,996 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
24-Nov-18,,,Saturday,328,"$78,342,803 ",-0.40%,22.30%,55,Ralph_Breaks_the_Internet,"$21,178,540 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
23-Nov-18,,,Friday,327,"$78,680,108 ",96.40%,51.10%,54,Ralph_Breaks_the_Internet,"$21,711,098 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
22-Nov-18,,Thanksgiving,Thursday,326,"$40,067,310 ",18.10%,46.40%,58,Ralph_Breaks_the_Internet,"$10,172,331 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
21-Nov-18,,,Wednesday,325,"$54,726,134 ",142.10%,544.10%,58,Ralph_Breaks_the_Internet,"$18,340,440 ",https://www.rottentomatoes.com/m/Ralph_Breaks_the_Internet,
20-Nov-18,,,Tuesday,324,"$22,600,225 ",37.90%,59%,55,Fantastic_Beasts_The_Crimes_of_Grindelwald,"$6,959,720 ",https://www.rottentomatoes.com/m/Fantastic_Beasts_The_Crimes_of_Grindelwald,
19-Nov-18,,,Monday,323,"$16,386,643 ",-64.20%,-28%,55,Fantastic_Beasts_The_Crimes_of_Grindelwald,"$5,074,414 ",https://www.rottentomatoes.com/m/Fantastic_Beasts_The_Crimes_of_Grindelwald,
18-Nov-18,,,Sunday,322,"$45,823,172 ",-28.50%,-1.30%,61,Fantastic_Beasts_The_Crimes_of_Grindelwald,"$15,368,019 ",https://www.rottentomatoes.com/m/Fantastic_Beasts_The_Crimes_of_Grindelwald,
17-Nov-18,,,Saturday,321,"$64,079,674 ",23%,2.10%,62,Fantastic_Beasts_The_Crimes_of_Grindelwald,"$21,321,824 ",https://www.rottentomatoes.com/m/Fantastic_Beasts_The_Crimes_of_Grindelwald,
16-Nov-18,,,Friday,320,"$52,088,352 ",546.50%,20%,61,Fantastic_Beasts_The_Crimes_of_Grindelwald,"$25,473,261 ",https://www.rottentomatoes.com/m/Fantastic_Beasts_The_Crimes_of_Grindelwald,
15-Nov-18,,,Thursday,319,"$8,057,483 ",-5.20%,1.10%,63,Dr_Seuss_the_Grinch,"$2,523,805 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
14-Nov-18,,,Wednesday,318,"$8,497,130 ",-40.20%,-2.10%,64,Dr_Seuss_the_Grinch,"$2,661,885 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
13-Nov-18,,,Tuesday,317,"$14,215,303 ",-37.50%,-11.80%,63,Dr_Seuss_the_Grinch,"$4,952,140 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
12-Nov-18,,,Monday,316,"$22,745,739 ",-51%,130.90%,61,Dr_Seuss_the_Grinch,"$10,665,595 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
11-Nov-18,,,Sunday,315,"$46,431,475 ",-26%,35.10%,65,Dr_Seuss_the_Grinch,"$21,487,420 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
10-Nov-18,,,Saturday,314,"$62,756,436 ",44.60%,18.20%,62,Dr_Seuss_the_Grinch,"$27,444,270 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
9-Nov-18,,,Friday,313,"$43,392,632 ",444.50%,3.50%,62,Dr_Seuss_the_Grinch,"$18,641,165 ",https://www.rottentomatoes.com/m/Dr_Seuss_the_Grinch,
8-Nov-18,,,Thursday,312,"$7,969,253 ",-8.10%,33.40%,62,Bohemian_Rhapsody,"$3,527,355 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
7-Nov-18,,,Wednesday,311,"$8,675,372 ",-46.20%,-21.30%,65,Bohemian_Rhapsody,"$3,938,110 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
6-Nov-18,,,Tuesday,310,"$16,116,864 ",63.60%,50.80%,65,Bohemian_Rhapsody,"$6,248,841 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
5-Nov-18,,,Monday,309,"$9,848,845 ",-71.30%,35.80%,64,Bohemian_Rhapsody,"$4,385,123 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
4-Nov-18,,,Sunday,308,"$34,370,134 ",-35.20%,41.70%,67,Bohemian_Rhapsody,"$13,379,805 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
3-Nov-18,,,Saturday,307,"$53,081,284 ",26.60%,35.30%,67,Bohemian_Rhapsody,"$18,869,750 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
2-Nov-18,,,Friday,306,"$41,933,368 ",601.80%,52.50%,66,Bohemian_Rhapsody,"$18,811,564 ",https://www.rottentomatoes.com/m/Bohemian_Rhapsody,
1-Nov-18,,,Thursday,305,"$5,975,432 ",-45.80%,-39.60%,68,Halloween,"$1,507,990 ",https://www.rottentomatoes.com/m/Halloween,
31-Oct-18,,Halloween,Wednesday,304,"$11,026,565 ",46.10%,33.60%,66,Halloween,"$5,547,305 ",https://www.rottentomatoes.com/m/Halloween_2018,
30-Oct-18,,,Tuesday,303,"$10,685,276 ",47.30%,-30.50%,67,Halloween,"$3,791,900 ",https://www.rottentomatoes.com/m/Halloween_2018,
29-Oct-18,,,Monday,302,"$7,253,711 ",-70.10%,-32.90%,70,Halloween,"$2,471,040 ",https://www.rottentomatoes.com/m/Halloween_2018,
28-Oct-18,,,Sunday,301,"$24,248,885 ",-38.20%,-36.30%,70,Halloween,"$7,934,815 ",https://www.rottentomatoes.com/m/Halloween_2018,
27-Oct-18,,,Saturday,300,"$39,246,684 ",42.70%,-36.50%,70,Halloween,"$13,588,795 ",https://www.rottentomatoes.com/m/Halloween_2018,
26-Oct-18,,,Friday,299,"$27,496,524 ",177.70%,-51%,68,Halloween,"$9,895,460 ",https://www.rottentomatoes.com/m/Halloween_2018,
25-Oct-18,,,Thursday,298,"$9,899,853 ",2.10%,13.10%,61,Halloween,"$3,764,100 ",https://www.rottentomatoes.com/m/Halloween_2018,
24-Oct-18,,,Wednesday,297,"$9,698,501 ",-36.90%,5.90%,60,Halloween,"$3,679,080 ",https://www.rottentomatoes.com/m/Halloween_2018,
23-Oct-18,,,Tuesday,296,"$15,376,609 ",42.30%,10.60%,59,Halloween,"$6,347,465 ",https://www.rottentomatoes.com/m/Halloween_2018,
22-Oct-18,,,Monday,295,"$10,806,913 ",-71.60%,3%,59,Halloween,"$4,644,210 ",https://www.rottentomatoes.com/m/Halloween_2018,
21-Oct-18,,,Sunday,294,"$38,060,652 ",-38.40%,10.60%,62,Halloween,"$16,057,290 ",https://www.rottentomatoes.com/m/Halloween_2018,
20-Oct-18,,,Saturday,293,"$61,814,586 ",10.10%,15.20%,64,Halloween,"$27,081,225 ",https://www.rottentomatoes.com/m/Halloween_2018,
19-Oct-18,,,Friday,292,"$56,148,117 ",541.70%,47.20%,61,Halloween,"$33,083,030 ",https://www.rottentomatoes.com/m/Halloween_2018,
18-Oct-18,,,Thursday,291,"$8,750,173 ",-4.40%,-26.50%,64,A_Star_Is_Born,"$2,674,744 ",https://www.rottentomatoes.com/m/A_Star_Is_Born,
17-Oct-18,,,Wednesday,290,"$9,154,256 ",-34.10%,-29.30%,65,A_Star_Is_Born,"$2,928,489 ",https://www.rottentomatoes.com/m/A_Star_Is_Born,
16-Oct-18,,,Tuesday,289,"$13,896,718 ",32.40%,-27.70%,63,A_Star_Is_Born,"$3,934,191 ",https://www.rottentomatoes.com/m/A_Star_Is_Born,
15-Oct-18,,,Monday,288,"$10,492,447 ",-69.50%,-56.90%,63,A_Star_Is_Born,"$2,933,257 ",https://www.rottentomatoes.com/m/A_Star_Is_Born,
14-Oct-18,,,Sunday,287,"$34,399,338 ",-35.90%,-28.30%,66,Venom,"$9,954,504 ",https://www.rottentomatoes.com/m/Venom,
13-Oct-18,,,Saturday,286,"$53,659,930 ",40.70%,-12.80%,65,Venom,"$15,275,974 ",https://www.rottentomatoes.com/m/Venom,
12-Oct-18,,,Friday,285,"$38,131,210 ",220.40%,-36.60%,64,Venom,"$9,775,629 ",https://www.rottentomatoes.com/m/Venom,
11-Oct-18,,,Thursday,284,"$11,900,338 ",-8%,142.50%,61,A_Star_Is_Born,"$4,513,106 ",https://www.rottentomatoes.com/m/A_Star_Is_Born,
10-Oct-18,,,Wednesday,283,"$12,940,866 ",-32.60%,131.20%,64,Venom,"$4,731,282 ",https://www.rottentomatoes.com/m/Venom,
9-Oct-18,,,Tuesday,282,"$19,213,756 ",-21.10%,88.20%,64,Venom,"$8,228,610 ",https://www.rottentomatoes.com/m/Venom,
8-Oct-18,,Columbus Day,Monday,281,"$24,366,989 ",60.80%,122.10%,69,Venom,"$9,631,343 ",https://www.rottentomatoes.com/m/Venom,
7-Oct-18,,,Sunday,280,"$47,954,717 ",-22.10%,97.70%,67,Venom,"$21,380,299 ",https://www.rottentomatoes.com/m/Venom,
6-Oct-18,,,Saturday,279,"$61,523,744 ",2.30%,53.50%,67,Venom,"$26,371,927 ",https://www.rottentomatoes.com/m/Venom,
5-Oct-18,,,Friday,278,"$60,151,242 ",1125.90%,112.80%,66,Venom,"$32,503,530 ",https://www.rottentomatoes.com/m/Venom,
4-Oct-18,,,Thursday,277,"$4,906,855 ",-12.30%,-9.20%,68,Night_School,"$1,212,605 ",https://www.rottentomatoes.com/m/Night_School_2018,
3-Oct-18,,,Wednesday,276,"$5,596,822 ",-45.20%,-9.50%,68,Night_School,"$1,552,405 ",https://www.rottentomatoes.com/m/Night_School_2018,
2-Oct-18,,,Tuesday,275,"$10,209,526 ",69.70%,6.80%,66,Night_School,"$2,781,015 ",https://www.rottentomatoes.com/m/Night_School_2018,
1-Oct-18,,,Monday,274,"$6,014,984 ",-75.20%,9.70%,68,Night_School,"$1,672,715 ",https://www.rottentomatoes.com/m/Night_School_2018,
30-Sep-18,,,Sunday,273,"$24,254,408 ",-39.50%,17.40%,67,Smallfoot,"$6,737,165 ",https://www.rottentomatoes.com/m/Smallfoot,
29-Sep-18,,,Saturday,272,"$40,091,310 ",41.80%,16.30%,71,Night_School,"$11,268,050 ",https://www.rottentomatoes.com/m/Night_School_2018,
28-Sep-18,,,Friday,271,"$28,267,163 ",423.10%,20.70%,69,Night_School,"$9,520,825 ",https://www.rottentomatoes.com/m/Night_School_2018,
27-Sep-18,,,Thursday,270,"$5,403,453 ",-12.60%,-13.90%,64,The_House_with_a_Clock_in_Its_Walls,"$1,027,320 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
26-Sep-18,,,Wednesday,269,"$6,182,375 ",-35.30%,-20.20%,64,The_House_with_a_Clock_in_Its_Walls,"$1,137,555 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
25-Sep-18,,,Tuesday,268,"$9,556,652 ",74.30%,-17.50%,64,The_House_with_a_Clock_in_Its_Walls,"$2,243,770 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
24-Sep-18,,,Monday,267,"$5,482,746 ",-73.50%,-27.30%,64,The_House_with_a_Clock_in_Its_Walls,"$1,236,560 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
23-Sep-18,,,Sunday,266,"$20,654,487 ",-40.10%,-12.60%,62,The_House_with_a_Clock_in_Its_Walls,"$7,336,830 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
22-Sep-18,,,Saturday,265,"$34,464,455 ",47.10%,-7.50%,62,The_House_with_a_Clock_in_Its_Walls,"$11,478,330 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
21-Sep-18,,,Friday,264,"$23,428,430 ",273.50%,-29.80%,63,The_House_with_a_Clock_in_Its_Walls,"$7,792,860 ",https://www.rottentomatoes.com/m/The_House_with_a_Clock_in_Its_Walls,
20-Sep-18,,,Thursday,263,"$6,272,634 ",-19%,2.90%,68,A_Simple_Favor,"$1,245,247 ",https://www.rottentomatoes.com/m/A_Simple_Favor,
19-Sep-18,,,Wednesday,262,"$7,748,148 ",-33.10%,13%,70,The_Predator,"$1,464,357 ",https://www.rottentomatoes.com/m/The_Predator,
18-Sep-18,,,Tuesday,261,"$11,589,402 ",53.60%,1.50%,67,The_Predator,"$2,502,227 ",https://www.rottentomatoes.com/m/The_Predator,
17-Sep-18,,,Monday,260,"$7,544,738 ",-68.10%,-10.20%,65,The_Predator,"$1,901,211 ",https://www.rottentomatoes.com/m/The_Predator,
16-Sep-18,,,Sunday,259,"$23,642,393 ",-36.50%,-9.20%,70,The_Predator,"$5,934,704 ",https://www.rottentomatoes.com/m/The_Predator,
15-Sep-18,,,Saturday,258,"$37,255,832 ",11.70%,-13.50%,73,The_Predator,"$8,394,521 ",https://www.rottentomatoes.com/m/The_Predator,
14-Sep-18,,,Friday,257,"$33,353,697 ",447%,-10.50%,69,The_Predator,"$10,303,059 ",https://www.rottentomatoes.com/m/The_Predator,
13-Sep-18,,,Thursday,256,"$6,097,784 ",-11%,45.50%,64,The_Nun,"$2,207,557 ",https://www.rottentomatoes.com/m/The_Nun_2018,
12-Sep-18,,,Wednesday,255,"$6,854,153 ",-40%,36.50%,63,The_Nun,"$2,518,075 ",https://www.rottentomatoes.com/m/The_Nun_2018,
11-Sep-18,,,Tuesday,254,"$11,420,145 ",35.90%,53.10%,61,The_Nun,"$4,818,789 ",https://www.rottentomatoes.com/m/The_Nun_2018,
10-Sep-18,,,Monday,253,"$8,402,915 ",-67.70%,-63.20%,60,The_Nun,"$3,524,525 ",https://www.rottentomatoes.com/m/The_Nun_2018,
9-Sep-18,,,Sunday,252,"$26,024,276 ",-39.50%,-7.20%,64,The_Nun,"$11,936,410 ",https://www.rottentomatoes.com/m/The_Nun_2018,
8-Sep-18,,,Saturday,251,"$43,047,200 ",15.50%,59.60%,64,The_Nun,"$19,788,796 ",https://www.rottentomatoes.com/m/The_Nun_2018,
7-Sep-18,,,Friday,250,"$37,261,720 ",789.30%,96.80%,62,The_Nun,"$22,082,173 ",https://www.rottentomatoes.com/m/The_Nun_2018,
6-Sep-18,,,Thursday,249,"$4,190,229 ",-16.50%,-47.10%,59,Crazy_Rich_Asians,"$1,381,881 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
5-Sep-18,,,Wednesday,248,"$5,020,082 ",-32.70%,-42.90%,59,Crazy_Rich_Asians,"$1,643,844 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
4-Sep-18,,,Tuesday,247,"$7,457,316 ",-67.30%,-40.10%,60,Crazy_Rich_Asians,"$2,292,830 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
3-Sep-18,,Labor Day,Monday,246,"$22,833,085 ",75.80%,NA,64,Crazy_Rich_Asians,"$6,611,877 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
2-Sep-18,,,Sunday,245,"$28,055,583 ",4%,13.50%,63,Crazy_Rich_Asians,"$8,231,075 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
1-Sep-18,,,Saturday,244,"$26,975,500 ",42.50%,-23.80%,61,Crazy_Rich_Asians,"$7,896,679 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
31-Aug-18,,,Friday,243,"$18,931,709 ",138.80%,-22.70%,61,Crazy_Rich_Asians,"$5,836,591 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
30-Aug-18,,,Thursday,242,"$7,927,356 ",-9.90%,-23.80%,54,Crazy_Rich_Asians,"$2,472,996 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
29-Aug-18,,,Wednesday,241,"$8,797,470 ",-29.40%,-28.30%,58,Crazy_Rich_Asians,"$2,667,019 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
28-Aug-18,,,Tuesday,240,"$12,453,461 ",51%,-32.70%,57,Crazy_Rich_Asians,"$4,304,963 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
27-Aug-18,,,Monday,239,"$8,247,086 ",-66.60%,-33.60%,58,Crazy_Rich_Asians,"$2,665,261 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
26-Aug-18,,,Sunday,238,"$24,727,130 ",-30.20%,-26.10%,60,Crazy_Rich_Asians,"$7,441,656 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
25-Aug-18,,,Saturday,237,"$35,412,088 ",44.60%,-20.40%,61,Crazy_Rich_Asians,"$10,346,442 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
24-Aug-18,,,Friday,236,"$24,495,949 ",135.40%,-25.30%,59,Crazy_Rich_Asians,"$7,020,104 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
23-Aug-18,,,Thursday,235,"$10,407,753 ",-15.20%,-28.30%,53,Crazy_Rich_Asians,"$3,643,559 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
22-Aug-18,,,Wednesday,234,"$12,276,093 ",-33.70%,-25.30%,52,Crazy_Rich_Asians,"$3,733,627 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
21-Aug-18,,,Tuesday,233,"$18,512,685 ",49.10%,-7.80%,53,Crazy_Rich_Asians,"$5,523,718 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
20-Aug-18,,,Monday,232,"$12,414,447 ",-62.90%,-17.10%,53,Crazy_Rich_Asians,"$3,631,134 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
19-Aug-18,,,Sunday,231,"$33,447,570 ",-24.80%,-6.80%,55,Crazy_Rich_Asians,"$8,958,015 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
18-Aug-18,,,Saturday,230,"$44,491,938 ",35.70%,-10%,55,Crazy_Rich_Asians,"$10,284,759 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
17-Aug-18,,,Friday,229,"$32,778,649 ",125.80%,-21.30%,53,Crazy_Rich_Asians,"$7,267,366 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
16-Aug-18,,,Thursday,228,"$14,514,929 ",-11.70%,12.60%,49,Crazy_Rich_Asians,"$3,753,291 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
15-Aug-18,,,Wednesday,227,"$16,433,770 ",-18.20%,11.30%,49,Crazy_Rich_Asians,"$5,013,478 ",https://www.rottentomatoes.com/m/Crazy_Rich_Asians,
14-Aug-18,,,Tuesday,226,"$20,084,281 ",34.10%,-8.90%,48,The_Meg,"$6,036,127 ",https://www.rottentomatoes.com/m/The_Meg,
13-Aug-18,,,Monday,225,"$14,972,557 ",-58.30%,-7.40%,48,The_Meg,"$4,552,992 ",https://www.rottentomatoes.com/m/The_Meg,
12-Aug-18,,,Sunday,224,"$35,900,467 ",-27.40%,5.30%,49,The_Meg,"$12,520,931 ",https://www.rottentomatoes.com/m/The_Meg,
11-Aug-18,,,Saturday,223,"$49,435,728 ",18.70%,6.20%,48,The_Meg,"$16,277,249 ",https://www.rottentomatoes.com/m/The_Meg,
10-Aug-18,,,Friday,222,"$41,642,358 ",222.90%,6.50%,48,The_Meg,"$16,604,015 ",https://www.rottentomatoes.com/m/The_Meg,
9-Aug-18,,,Thursday,221,"$12,895,346 ",-12.70%,-22.70%,47,Mission_Impossible_Fallout,"$3,348,171 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
8-Aug-18,,,Wednesday,220,"$14,768,762 ",-33%,-22.70%,47,Mission_Impossible_Fallout,"$3,681,670 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
7-Aug-18,,,Tuesday,219,"$22,043,773 ",36.30%,-19%,47,Mission_Impossible_Fallout,"$5,665,373 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
6-Aug-18,,,Monday,218,"$16,177,531 ",-52.60%,-12.50%,48,Mission_Impossible_Fallout,"$4,460,884 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
5-Aug-18,,,Sunday,217,"$34,094,505 ",-26.70%,-17.80%,49,Mission_Impossible_Fallout,"$10,740,225 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
4-Aug-18,,,Saturday,216,"$46,541,085 ",19%,-12.90%,48,Mission_Impossible_Fallout,"$14,731,942 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
3-Aug-18,,,Friday,215,"$39,104,031 ",134.50%,-19.20%,48,Mission_Impossible_Fallout,"$9,851,648 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
2-Aug-18,,,Thursday,214,"$16,675,198 ",-12.70%,1.50%,50,Mission_Impossible_Fallout,"$5,631,802 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
1-Aug-18,,,Wednesday,213,"$19,096,759 ",-29.80%,-8%,52,Mission_Impossible_Fallout,"$6,328,934 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
