Date,Special Period,Special Day,Day,Day #,Top 10 Gross,%?? YD,%?? LW,Releases,#1_Release,Gross,Link,
31-Jul-18,,,Tuesday,212,"$27,199,595 ",47%,-8.10%,48,Mission_Impossible_Fallout,"$9,451,166 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
30-Jul-18,,,Monday,211,"$18,497,814 ",-55.40%,-11.40%,48,Mission_Impossible_Fallout,"$6,838,935 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
29-Jul-18,,,Sunday,210,"$41,500,778 ",-22.30%,-12.80%,50,Mission_Impossible_Fallout,"$17,011,158 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
28-Jul-18,,,Saturday,209,"$53,407,707 ",10.30%,-7.50%,50,Mission_Impossible_Fallout,"$21,421,918 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
27-Jul-18,,,Friday,208,"$48,422,793 ",194.60%,-6.90%,48,Mission_Impossible_Fallout,"$22,803,458 ",https://www.rottentomatoes.com/m/Mission_Impossible_Fallout,
26-Jul-18,,,Thursday,207,"$16,435,851 ",-20.80%,5.10%,49,Mamma_Mia!_Here_We_Go_Again,"$3,958,180 ",https://www.rottentomatoes.com/m/Mamma_Mia!_Here_We_Go_Again,
25-Jul-18,,,Wednesday,206,"$20,747,967 ",-29.90%,17%,48,Mamma_Mia!_Here_We_Go_Again,"$4,865,225 ",https://www.rottentomatoes.com/m/Mamma_Mia!_Here_We_Go_Again,
24-Jul-18,,,Tuesday,205,"$29,587,241 ",41.70%,2.30%,51,Mamma_Mia!_Here_We_Go_Again,"$6,742,430 ",https://www.rottentomatoes.com/m/Mamma_Mia!_Here_We_Go_Again,
23-Jul-18,,,Monday,204,"$20,880,859 ",-56.10%,11.30%,53,Mamma_Mia!_Here_We_Go_Again,"$4,906,510 ",https://www.rottentomatoes.com/m/Mamma_Mia!_Here_We_Go_Again,
22-Jul-18,,,Sunday,203,"$47,579,661 ",-17.60%,7.10%,57,The_Equalizer_2,"$9,925,907 ",https://www.rottentomatoes.com/m/The_Equalizer_2,
21-Jul-18,,,Saturday,202,"$57,766,466 ",11%,-1%,52,The_Equalizer_2,"$12,709,883 ",https://www.rottentomatoes.com/m/The_Equalizer_2,
20-Jul-18,,,Friday,201,"$52,030,831 ",232.60%,1.50%,53,Mamma_Mia!_Here_We_Go_Again,"$14,286,815 ",https://www.rottentomatoes.com/m/Mamma_Mia!_Here_We_Go_Again,
19-Jul-18,,,Thursday,200,"$15,643,674 ",-11.80%,-2.80%,44,Hotel_Transylvania_3_Summer_Vacation,"$4,333,438 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
18-Jul-18,,,Wednesday,199,"$17,731,153 ",-38.70%,-2%,47,Hotel_Transylvania_3_Summer_Vacation,"$4,726,875 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
17-Jul-18,,,Tuesday,198,"$28,932,230 ",54.20%,3.70%,50,Hotel_Transylvania_3_Summer_Vacation,"$8,505,132 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
16-Jul-18,,,Monday,197,"$18,763,348 ",-57.80%,-4.90%,49,Hotel_Transylvania_3_Summer_Vacation,"$5,021,214 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
15-Jul-18,World Cup (Russia),,Sunday,196,"$44,435,573 ",-23.80%,59.20%,54,Hotel_Transylvania_3_Summer_Vacation,"$11,927,927 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
14-Jul-18,World Cup (Russia),,Saturday,195,"$58,331,844 ",13.80%,195.60%,51,Hotel_Transylvania_3_Summer_Vacation,"$15,217,792 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
13-Jul-18,World Cup (Russia),,Friday,194,"$51,270,452 ",218.50%,-23.60%,52,Hotel_Transylvania_3_Summer_Vacation,"$16,930,506 ",https://www.rottentomatoes.com/m/Hotel_Transylvania_3_Summer_Vacation,
12-Jul-18,World Cup (Russia),,Thursday,193,"$16,097,891 ",-11%,-36.30%,46,Ant-Man_and_the_Wasp,"$5,293,629 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
11-Jul-18,World Cup (Russia),,Wednesday,192,"$18,094,619 ",-35.20%,175.20%,47,Ant-Man_and_the_Wasp,"$5,852,591 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
10-Jul-18,World Cup (Russia),,Tuesday,191,"$27,909,644 ",41.40%,10.50%,49,Ant-Man_and_the_Wasp,"$10,042,976 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
9-Jul-18,World Cup (Russia),,Monday,190,"$19,734,933 ",-58.70%,-51.40%,49,Ant-Man_and_the_Wasp,"$6,983,824 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
8-Jul-18,World Cup (Russia),,Sunday,189,"$47,838,328 ",-22.70%,46%,51,Ant-Man_and_the_Wasp,"$18,531,751 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
7-Jul-18,World Cup (Russia),,Saturday,188,"$61,856,503 ",-7.80%,151.60%,50,Ant-Man_and_the_Wasp,"$23,555,372 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
6-Jul-18,World Cup (Russia),,Friday,187,"$67,105,419 ",165.70%,29.20%,50,Ant-Man_and_the_Wasp,"$33,725,082 ",https://www.rottentomatoes.com/m/Ant-Man_and_the_Wasp,
5-Jul-18,World Cup (Russia),,Thursday,186,"$25,257,863 ",-37.80%,-5.20%,55,Incredibles_2,"$7,171,034 ",https://www.rottentomatoes.com/m/Incredibles_2,
4-Jul-18,World Cup (Russia),Independence Day,Wednesday,185,"$40,619,993 ",30.50%,13%,56,Jurassic_World_Fallen_Kingdom,"$11,501,395 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
3-Jul-18,World Cup (Russia),,Tuesday,184,"$32,755,697 ",33.20%,23%,54,Jurassic_World_Fallen_Kingdom,"$11,891,170 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
2-Jul-18,World Cup (Russia),,Monday,183,"$24,588,407 ",-53%,-12.20%,53,Jurassic_World_Fallen_Kingdom,"$8,580,225 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
1-Jul-18,World Cup (Russia),,Sunday,182,"$52,334,791 ",-17.30%,33.80%,54,Jurassic_World_Fallen_Kingdom,"$19,706,880 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
30-Jun-18,World Cup (Russia),,Saturday,181,"$63,301,953 ",21.90%,107.10%,57,Jurassic_World_Fallen_Kingdom,"$23,831,155 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
29-Jun-18,World Cup (Russia),,Friday,180,"$51,944,737 ",95%,-45.20%,56,Jurassic_World_Fallen_Kingdom,"$17,374,160 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
28-Jun-18,World Cup (Russia),,Thursday,179,"$26,632,384 ",-4.90%,10.30%,43,Jurassic_World_Fallen_Kingdom,"$11,374,810 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
27-Jun-18,World Cup (Russia),,Wednesday,178,"$28,009,014 ",-28.40%,110%,44,Jurassic_World_Fallen_Kingdom,"$12,271,855 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
26-Jun-18,World Cup (Russia),,Tuesday,177,"$39,122,111 ",28%,62%,47,Jurassic_World_Fallen_Kingdom,"$18,390,180 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
25-Jun-18,World Cup (Russia),,Monday,176,"$30,571,561 ",-60.10%,5542.10%,48,Jurassic_World_Fallen_Kingdom,"$14,725,880 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
24-Jun-18,World Cup (Russia),,Sunday,175,"$76,597,788 ",-21.90%,85321.90%,50,Jurassic_World_Fallen_Kingdom,"$39,756,045 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
23-Jun-18,World Cup (Russia),,Saturday,174,"$98,045,334 ",3.50%,11283%,48,Jurassic_World_Fallen_Kingdom,"$49,701,695 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
22-Jun-18,World Cup (Russia),,Friday,173,"$94,745,213 ",292.30%,21650.80%,49,Jurassic_World_Fallen_Kingdom,"$58,566,870 ",https://www.rottentomatoes.com/m/Jurassic_World_Fallen_Kingdom,
21-Jun-18,World Cup (Russia),,Thursday,172,"$24,150,660 ",4357.10%,3943.50%,48,Incredibles_2,"$16,333,960 ",https://www.rottentomatoes.com/m/Incredibles_2,
20-Jun-18,World Cup (Russia),,Wednesday,171,"$28,920,601 ",32152.30%,4233.70%,48,Incredibles_2,"$19,737,194 ",https://www.rottentomatoes.com/m/Incredibles_2,
19-Jun-18,World Cup (Russia),,Tuesday,170,"$39,476,232 ",4483.20%,3869.80%,47,Incredibles_2,"$27,059,923 ",https://www.rottentomatoes.com/m/Incredibles_2,
18-Jun-18,World Cup (Russia),,Monday,169,"$33,350,580 ",8309.70%,56042.90%,49,Incredibles_2,"$23,627,708 ",https://www.rottentomatoes.com/m/Incredibles_2,
17-Jun-18,World Cup (Russia),,Sunday,168,"$77,495,642 ",12771.60%,139.80%,51,Incredibles_2,"$52,533,002 ",https://www.rottentomatoes.com/m/Incredibles_2,
16-Jun-18,World Cup (Russia),,Saturday,167,"$86,731,622 ",19811.10%,107.40%,49,Incredibles_2,"$58,894,582 ",https://www.rottentomatoes.com/m/Incredibles_2,
15-Jun-18,World Cup (Russia),,Friday,166,"$94,453,688 ",9398.50%,165.80%,50,Incredibles_2,"$71,260,321 ",https://www.rottentomatoes.com/m/Incredibles_2,
14-Jun-18,World Cup (Russia),,Thursday,165,"$10,710,793 ",17930.70%,16.60%,56,Oceans_8,"$3,282,468 ",https://www.rottentomatoes.com/m/Oceans_8,
13-Jun-18,,,Wednesday,164,"$13,295,879 ",-21.30%,32.10%,57,Oceans_8,"$4,196,035 ",https://www.rottentomatoes.com/m/Oceans_8,
12-Jun-18,,,Tuesday,163,"$16,901,134 ",31.10%,12.90%,54,Oceans_8,"$6,157,129 ",https://www.rottentomatoes.com/m/Oceans_8,
11-Jun-18,,,Monday,162,"$12,895,774 ",-60.10%,17.50%,56,Oceans_8,"$4,377,160 ",https://www.rottentomatoes.com/m/Oceans_8,
10-Jun-18,,,Sunday,161,"$32,313,223 ",-22.70%,13.50%,57,Oceans_8,"$11,195,329 ",https://www.rottentomatoes.com/m/Oceans_8,
9-Jun-18,,,Saturday,160,"$41,817,853 ",17.70%,5.30%,55,Oceans_8,"$14,888,802 ",https://www.rottentomatoes.com/m/Oceans_8,
8-Jun-18,,,Friday,159,"$35,529,109 ",286.80%,23.20%,57,Oceans_8,"$15,523,247 ",https://www.rottentomatoes.com/m/Oceans_8,
7-Jun-18,,,Thursday,158,"$9,185,032 ",-8.70%,-29.60%,57,Solo_A_Star_Wars_Story,"$2,465,595 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
6-Jun-18,,,Wednesday,157,"$10,061,331 ",-32.80%,-28.40%,55,Solo_A_Star_Wars_Story,"$2,544,321 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
5-Jun-18,,,Tuesday,156,"$14,970,493 ",36.40%,-22.60%,56,Solo_A_Star_Wars_Story,"$3,987,363 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
4-Jun-18,,,Monday,155,"$10,973,333 ",-61.50%,-74.50%,57,Solo_A_Star_Wars_Story,"$2,964,621 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
3-Jun-18,,,Sunday,154,"$28,481,684 ",-28.30%,-50.80%,57,Solo_A_Star_Wars_Story,"$8,957,176 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
2-Jun-18,,,Saturday,153,"$39,722,894 ",37.70%,-31.50%,56,Solo_A_Star_Wars_Story,"$12,318,620 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
1-Jun-18,,,Friday,152,"$28,847,168 ",121.10%,-51.40%,58,Solo_A_Star_Wars_Story,"$8,121,086 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
31-May-18,,,Thursday,151,"$13,046,247 ",-7.20%,1.50%,56,Solo_A_Star_Wars_Story,"$4,424,227 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
30-May-18,,,Wednesday,150,"$14,061,774 ",-27.30%,-3.50%,56,Solo_A_Star_Wars_Story,"$4,855,886 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
29-May-18,,,Tuesday,149,"$19,339,477 ",-55%,-11.90%,53,Solo_A_Star_Wars_Story,"$7,295,767 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
28-May-18,,Memorial Day,Monday,148,"$42,991,006 ",19.90%,-16.30%,103,Solo_A_Star_Wars_Story,"$18,596,323 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
27-May-18,,,Sunday,147,"$57,854,343 ",-0.20%,5.40%,60,Solo_A_Star_Wars_Story,"$24,443,468 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
26-May-18,,,Saturday,146,"$57,978,530 ",-2.20%,-19.40%,61,Solo_A_Star_Wars_Story,"$24,601,896 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
25-May-18,,,Friday,145,"$59,302,830 ",361.60%,-19.60%,60,Solo_A_Star_Wars_Story,"$35,375,125 ",https://www.rottentomatoes.com/m/Solo_A_Star_Wars_Story,
24-May-18,,,Thursday,144,"$12,847,699 ",-11.80%,81.50%,55,Deadpool_2,"$6,760,092 ",https://www.rottentomatoes.com/m/Deadpool_2,
23-May-18,,,Wednesday,143,"$14,565,889 ",-33.70%,66%,56,Deadpool_2,"$8,031,712 ",https://www.rottentomatoes.com/m/Deadpool_2,
22-May-18,,,Tuesday,142,"$21,956,507 ",12.70%,70.50%,56,Deadpool_2,"$12,401,246 ",https://www.rottentomatoes.com/m/Deadpool_2,
21-May-18,,,Monday,141,"$19,480,906 ",-64.50%,102.70%,56,Deadpool_2,"$12,007,149 ",https://www.rottentomatoes.com/m/Deadpool_2,
20-May-18,,,Sunday,140,"$54,866,952 ",-23.70%,24.80%,56,Deadpool_2,"$31,997,867 ",https://www.rottentomatoes.com/m/Deadpool_2,
19-May-18,,,Saturday,139,"$71,898,365 ",-2.50%,43.30%,56,Deadpool_2,"$40,474,865 ",https://www.rottentomatoes.com/m/Deadpool_2,
18-May-18,,,Friday,138,"$73,767,581 ",942.10%,125.30%,55,Deadpool_2,"$53,034,421 ",https://www.rottentomatoes.com/m/Deadpool_2,
17-May-18,,,Thursday,137,"$7,078,729 ",-19.30%,-32.70%,59,Avengers_Infinity_War,"$3,441,594 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
16-May-18,,,Wednesday,136,"$8,772,117 ",-31.90%,-19.40%,58,Avengers_Infinity_War,"$4,193,985 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
15-May-18,,,Tuesday,135,"$12,878,077 ",34%,-20%,57,Avengers_Infinity_War,"$6,009,292 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
14-May-18,,,Monday,134,"$9,612,387 ",-78.10%,-20.60%,54,Avengers_Infinity_War,"$4,625,938 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
13-May-18,,,Sunday,133,"$43,946,437 ",-12.40%,-11.70%,58,Avengers_Infinity_War,"$19,152,498 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
12-May-18,,,Saturday,132,"$50,165,655 ",53.20%,-21.70%,57,Avengers_Infinity_War,"$26,938,937 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
11-May-18,,,Friday,131,"$32,737,187 ",211.40%,-27.70%,56,Avengers_Infinity_War,"$15,986,612 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
10-May-18,,,Thursday,130,"$10,511,219 ",-3.40%,-45.70%,55,Avengers_Infinity_War,"$6,895,697 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
9-May-18,,,Wednesday,129,"$10,883,475 ",-32.40%,-47.50%,57,Avengers_Infinity_War,"$7,051,981 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
8-May-18,,,Tuesday,128,"$16,093,185 ",32.90%,-43.80%,56,Avengers_Infinity_War,"$10,673,500 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
7-May-18,,,Monday,127,"$12,107,273 ",-75.70%,-57.60%,55,Avengers_Infinity_War,"$8,283,575 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
6-May-18,,,Sunday,126,"$49,754,217 ",-22.30%,-39.20%,56,Avengers_Infinity_War,"$36,644,356 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
5-May-18,,,Saturday,125,"$64,074,617 ",41.50%,-37.10%,55,Avengers_Infinity_War,"$46,676,705 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
4-May-18,,,Friday,124,"$45,292,399 ",133.90%,-62.10%,56,Avengers_Infinity_War,"$31,453,749 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
3-May-18,,,Thursday,123,"$19,367,210 ",-6.50%,241.80%,52,Avengers_Infinity_War,"$15,501,270 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
2-May-18,,,Wednesday,122,"$20,713,483 ",-27.70%,183.50%,54,Avengers_Infinity_War,"$16,966,862 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
1-May-18,,,Tuesday,121,"$28,639,093 ",0.30%,176.30%,54,Avengers_Infinity_War,"$23,426,108 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
30-Apr-18,,,Monday,120,"$28,566,353 ",-65.10%,277.80%,54,Avengers_Infinity_War,"$24,740,117 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
29-Apr-18,,,Sunday,119,"$81,860,580 ",-19.70%,205.60%,55,Avengers_Infinity_War,"$69,231,632 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
28-Apr-18,,,Saturday,118,"$101,912,015 ",-14.70%,131%,55,Avengers_Infinity_War,"$82,131,612 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
27-Apr-18,,,Friday,117,"$119,504,737 ",2008.80%,229.40%,55,Avengers_Infinity_War,"$106,334,939 ",https://www.rottentomatoes.com/m/Avengers_Infinity_War,
26-Apr-18,,,Thursday,116,"$5,666,996 ",-22.40%,-34.40%,52,A_Quiet_Place,"$1,247,159 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
25-Apr-18,,,Wednesday,115,"$7,307,096 ",-29.50%,-16.10%,53,A_Quiet_Place,"$1,450,352 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
24-Apr-18,,,Tuesday,114,"$10,363,526 ",37.10%,-18.30%,53,A_Quiet_Place,"$2,042,162 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
23-Apr-18,,,Monday,113,"$7,560,858 ",-71.80%,-25.60%,54,A_Quiet_Place,"$1,513,108 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
22-Apr-18,,,Sunday,112,"$26,784,039 ",-39.30%,-26.10%,57,Rampage,"$6,009,640 ",https://www.rottentomatoes.com/m/Rampage_2018,
21-Apr-18,,,Saturday,111,"$44,126,309 ",21.60%,-16.60%,57,A_Quiet_Place,"$9,356,926 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
20-Apr-18,,,Friday,110,"$36,277,334 ",320%,-14.90%,57,Super_Troopers_2,"$7,945,555 ",https://www.rottentomatoes.com/m/Super_Troopers_2,
19-Apr-18,,,Thursday,109,"$8,637,431 ",-0.80%,-4.90%,52,A_Quiet_Place,"$2,323,429 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
18-Apr-18,,,Wednesday,108,"$8,710,125 ",-31.30%,-11.40%,52,A_Quiet_Place,"$2,256,942 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
17-Apr-18,,,Tuesday,107,"$12,685,736 ",24.90%,-12.20%,51,Rampage,"$3,406,845 ",https://www.rottentomatoes.com/m/Rampage_2018,
16-Apr-18,,,Monday,106,"$10,160,409 ",-72%,-4.10%,52,A_Quiet_Place,"$2,635,801 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
15-Apr-18,,,Sunday,105,"$36,266,384 ",-31.50%,0.80%,58,Rampage,"$10,325,183 ",https://www.rottentomatoes.com/m/Rampage_2018,
14-Apr-18,,,Saturday,104,"$52,909,806 ",24.20%,-9.50%,58,Rampage,"$13,884,589 ",https://www.rottentomatoes.com/m/Rampage_2018,
13-Apr-18,,,Friday,103,"$42,616,059 ",369.20%,-8.40%,56,Rampage,"$11,543,321 ",https://www.rottentomatoes.com/m/Rampage_2018,
12-Apr-18,,,Thursday,102,"$9,083,539 ",-7.60%,-17.30%,56,A_Quiet_Place,"$3,632,142 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
11-Apr-18,,,Wednesday,101,"$9,827,421 ",-32%,-22.50%,55,A_Quiet_Place,"$3,664,805 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
10-Apr-18,,,Tuesday,100,"$14,445,959 ",36.30%,-12.30%,52,A_Quiet_Place,"$5,364,754 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
9-Apr-18,,,Monday,99,"$10,596,039 ",-70.60%,-32.40%,50,A_Quiet_Place,"$4,170,622 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
8-Apr-18,,,Sunday,98,"$35,981,451 ",-38.50%,20.70%,56,A_Quiet_Place,"$12,255,941 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
7-Apr-18,,,Saturday,97,"$58,479,714 ",25.70%,38.30%,54,A_Quiet_Place,"$19,086,510 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
6-Apr-18,,,Friday,96,"$46,517,966 ",323.30%,7.80%,53,A_Quiet_Place,"$18,861,111 ",https://www.rottentomatoes.com/m/A_Quiet_Place,
5-Apr-18,,,Thursday,95,"$10,989,200 ",-13.30%,-52.50%,57,Ready_Player_One,"$3,513,838 ",https://www.rottentomatoes.com/m/Ready_Player_One,
4-Apr-18,,,Wednesday,94,"$12,678,112 ",-23%,21.20%,58,Ready_Player_One,"$4,002,387 ",https://www.rottentomatoes.com/m/Ready_Player_One,
3-Apr-18,,,Tuesday,93,"$16,475,524 ",5.20%,8%,56,Ready_Player_One,"$5,392,511 ",https://www.rottentomatoes.com/m/Ready_Player_One,
2-Apr-18,,,Monday,92,"$15,668,166 ",-47.50%,46.80%,56,Ready_Player_One,"$5,241,464 ",https://www.rottentomatoes.com/m/Ready_Player_One,
1-Apr-18,,Easter Sunday,Sunday,91,"$29,819,800 ",-16.60%,21.50%,57,Ready_Player_One,"$11,158,819 ",https://www.rottentomatoes.com/m/Ready_Player_One,
31-Mar-18,,,Saturday,90,"$42,281,963 ",-2%,-5.50%,58,Ready_Player_One,"$15,601,179 ",https://www.rottentomatoes.com/m/Ready_Player_One,
30-Mar-18,,,Friday,89,"$43,148,753 ",86.50%,29.90%,58,Ready_Player_One,"$15,004,052 ",https://www.rottentomatoes.com/m/Ready_Player_One,
29-Mar-18,,,Thursday,88,"$23,135,312 ",121.20%,140.30%,55,Ready_Player_One,"$11,946,275 ",https://www.rottentomatoes.com/m/Ready_Player_One,
28-Mar-18,,,Wednesday,87,"$10,460,796 ",-31.40%,8.20%,55,Black_Panther,"$1,742,732 ",https://www.rottentomatoes.com/m/Black_Panther,
27-Mar-18,,,Tuesday,86,"$15,253,350 ",42.90%,10.50%,54,Pacific_Rim_Uprising,"$2,945,105 ",https://www.rottentomatoes.com/m/Pacific_Rim_Uprising,
26-Mar-18,,,Monday,85,"$10,675,452 ",-65.40%,7.90%,54,Pacific_Rim_Uprising,"$2,165,925 ",https://www.rottentomatoes.com/m/Pacific_Rim_Uprising,
25-Mar-18,,,Sunday,84,"$30,841,994 ",-31.10%,-5.30%,56,Pacific_Rim_Uprising,"$7,214,895 ",https://www.rottentomatoes.com/m/Pacific_Rim_Uprising,
24-Mar-18,,,Saturday,83,"$44,760,594 ",34.80%,-5.50%,56,Pacific_Rim_Uprising,"$10,571,865 ",https://www.rottentomatoes.com/m/Pacific_Rim_Uprising,
23-Mar-18,,,Friday,82,"$33,214,529 ",245%,-14.60%,54,Pacific_Rim_Uprising,"$10,329,775 ",https://www.rottentomatoes.com/m/Pacific_Rim_Uprising,
22-Mar-18,,,Thursday,81,"$9,626,408 ",-0.50%,-7.90%,55,Black_Panther,"$2,155,108 ",https://www.rottentomatoes.com/m/Black_Panther,
21-Mar-18,,,Wednesday,80,"$9,672,049 ",-29.90%,-15.90%,55,Black_Panther,"$2,052,932 ",https://www.rottentomatoes.com/m/Black_Panther,
20-Mar-18,,,Tuesday,79,"$13,806,700 ",39.50%,-12.80%,56,Black_Panther,"$2,834,515 ",https://www.rottentomatoes.com/m/Black_Panther,
19-Mar-18,,,Monday,78,"$9,898,402 ",-69.60%,-16.10%,55,Black_Panther,"$2,188,463 ",https://www.rottentomatoes.com/m/Black_Panther,
18-Mar-18,,,Sunday,77,"$32,558,002 ",-31.20%,-7.80%,57,Black_Panther,"$7,609,433 ",https://www.rottentomatoes.com/m/Black_Panther,
17-Mar-18,,,Saturday,76,"$47,344,750 ",21.70%,-11.30%,55,Black_Panther,"$11,558,877 ",https://www.rottentomatoes.com/m/Black_Panther,
16-Mar-18,,,Friday,75,"$38,908,010 ",272.20%,11.90%,55,Tomb_Raider,"$8,984,365 ",https://www.rottentomatoes.com/m/Tomb_Raider,
15-Mar-18,,,Thursday,74,"$10,454,648 ",-9%,10.10%,57,Black_Panther,"$3,632,414 ",https://www.rottentomatoes.com/m/Black_Panther,
14-Mar-18,,,Wednesday,73,"$11,494,054 ",-27.40%,22%,55,Black_Panther,"$3,843,374 ",https://www.rottentomatoes.com/m/Black_Panther,
13-Mar-18,,,Tuesday,72,"$15,836,301 ",34.30%,12.70%,54,Black_Panther,"$5,167,907 ",https://www.rottentomatoes.com/m/Black_Panther,
12-Mar-18,,,Monday,71,"$11,792,732 ",-66.60%,14.40%,58,Black_Panther,"$4,035,653 ",https://www.rottentomatoes.com/m/Black_Panther,
11-Mar-18,,,Sunday,70,"$35,320,874 ",-33.80%,-7.30%,59,Black_Panther,"$12,446,683 ",https://www.rottentomatoes.com/m/Black_Panther,
10-Mar-18,,,Saturday,69,"$53,350,586 ",53.40%,-10.80%,58,Black_Panther,"$18,352,112 ",https://www.rottentomatoes.com/m/Black_Panther,
9-Mar-18,,,Friday,68,"$34,777,853 ",266.20%,-4.60%,57,A_Wrinkle_in_Time,"$10,208,602 ",https://www.rottentomatoes.com/m/A_Wrinkle_in_Time,
8-Mar-18,,,Thursday,67,"$9,497,502 ",0.80%,-15.80%,61,Black_Panther,"$4,251,525 ",https://www.rottentomatoes.com/m/Black_Panther,
7-Mar-18,,,Wednesday,66,"$9,418,815 ",-33%,-20.50%,57,Black_Panther,"$3,941,783 ",https://www.rottentomatoes.com/m/Black_Panther,
6-Mar-18,,,Tuesday,65,"$14,048,468 ",36.30%,-16.40%,56,Black_Panther,"$6,258,583 ",https://www.rottentomatoes.com/m/Black_Panther,
5-Mar-18,,,Monday,64,"$10,307,562 ",-72.90%,-18.80%,58,Black_Panther,"$4,720,738 ",https://www.rottentomatoes.com/m/Black_Panther,
4-Mar-18,,,Sunday,63,"$38,100,274 ",-36.30%,-28.80%,59,Black_Panther,"$19,996,734 ",https://www.rottentomatoes.com/m/Black_Panther,
